Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Gordon Graceffo,St. Louis Cardinals,0,10.7,0.84,0.15,0.15,3.94,4.2
Tyler Rogers,Toronto Blue Jays,0,10.7,0.84,0.1136,0.0909,3.29,4.08
Caleb Kilian,San Francisco Giants,0,10.0,0.9,0.3684,0.1579,3.7,4.16
Dylan Lee,Atlanta Braves,0,10.0,0.9,0.2432,0.0541,1.9,3.86
Robert Suarez,Atlanta Braves,0,9.7,0.93,0.3056,0.0278,1.5,3.81
Chad Patrick,Milwaukee Brewers,3,19.0,0.95,0.12,0.0933,3.94,4.15
Eduard Bazardo,Seattle Mariners,0,9.3,0.96,0.2105,0.1316,2.99,4.05
Jalen Beeks,Texas Rangers,0,9.3,0.96,0.2105,0.0789,2.35,3.95
Brennan Bernardino,Colorado Rockies,1,9.3,0.96,0.2162,0.0811,2.67,4.0
Brock Burke,Cincinnati Reds,0,9.3,0.96,0.2821,0.1026,2.03,3.9
Tyler Holton,Detroit Tigers,0,9.3,0.96,0.1892,0.1081,4.6,4.3
Tim Hill,New York Yankees,0,9.0,1.0,0.1,0.0,2.43,3.98
Tyler Kinley,Atlanta Braves,0,9.0,1.0,0.2059,0.0882,2.88,4.04
Michael Wacha,Kansas City Royals,4,27.0,1.0,0.2347,0.0816,3.36,3.85
Jaden Hill,Colorado Rockies,0,8.7,1.04,0.2105,0.1579,3.33,4.12
John King,Miami Marlins,0,8.7,1.04,0.2647,0.1176,4.6,4.3
Tanner Scott,Los Angeles Dodgers,0,8.7,1.04,0.2667,0.0,2.75,4.03
Parker Messick,Cleveland Guardians,4,25.7,1.05,0.2688,0.0753,2.47,3.49
Eli Morgan,Kansas City Royals,0,8.0,1.13,0.2286,0.1714,4.97,4.35
Enyel De Los Santos,Houston Astros,0,7.7,1.17,0.2414,0.0345,3.36,4.14
Daniel Lynch IV,Kansas City Royals,0,7.7,1.17,0.3333,0.1,2.05,3.97
Aroldis Chapman,Boston Red Sox,0,7.0,1.29,0.2593,0.1111,2.81,4.08
Isaac Mattson,Pittsburgh Pirates,0,13.7,1.32,0.1754,0.1053,2.95,3.95
Jhoan Duran,Philadelphia Phillies,0,6.7,1.35,0.3333,0.0,1.5,3.94
Jovani Morán,Boston Red Sox,0,13.3,1.35,0.2941,0.1176,3.17,4.01
Hunter Bigge,Tampa Bay Rays,0,6.3,1.42,0.08,0.2,6.89,4.53
Yennier Cano,Baltimore Orioles,0,6.3,1.42,0.375,0.0417,1.5,3.96
Jacob Latz,Texas Rangers,1,12.7,1.42,0.2174,0.0652,3.26,4.04
Seth Lugo,Kansas City Royals,4,24.3,1.48,0.2283,0.0652,2.11,3.38
Spencer Arrighetti,Houston Astros,1,6.0,1.5,0.3704,0.1481,2.76,4.1
Graham Ashcraft,Cincinnati Reds,0,12.0,1.5,0.2979,0.1277,2.26,3.85
Garrett Acton,Minnesota Twins,0,5.7,1.59,0.3043,0.1304,2.75,4.11
Brent Headrick,New York Yankees,0,11.3,1.59,0.2549,0.098,2.13,3.85
Kenley Jansen,Detroit Tigers,0,5.7,1.59,0.3182,0.0455,3.45,4.17
Cristopher Sánchez,Philadelphia Phillies,5,28.3,1.59,0.3171,0.065,1.65,3.02
Taj Bradley,Minnesota Twins,5,27.7,1.63,0.2881,0.0847,1.94,3.19
Jimmy Herget,Colorado Rockies,2,11.0,1.64,0.186,0.0465,2.46,3.92
David Morgan,San Diego Padres,0,11.0,1.64,0.22,0.18,5.28,4.44
Dylan Cease,Toronto Blue Jays,4,20.7,1.74,0.3596,0.1348,1.89,3.44
Andrew Hoffmann,Arizona Diamondbacks,0,10.3,1.74,0.2558,0.1395,5.52,4.47
Carmen Mlodzinski,Pittsburgh Pirates,3,20.3,1.77,0.2299,0.092,2.46,3.64
Danny Coulombe,Boston Red Sox,0,5.0,1.8,0.1,0.1,6.1,4.4
Bryan King,Houston Astros,0,10.0,1.8,0.2667,0.0667,2.5,3.96
Wandy Peralta,San Diego Padres,0,10.0,1.8,0.2273,0.0682,3.3,4.09
Bryan Hudson,Chicago White Sox,0,9.7,1.86,0.2727,0.1364,2.79,4.01
Sam Moll,Cincinnati Reds,0,9.7,1.86,0.2195,0.1707,4.34,4.26
Jack Dreyer,Los Angeles Dodgers,0,9.3,1.93,0.3235,0.1176,2.03,3.9
Matt Gage,San Francisco Giants,0,9.3,1.93,0.2,0.1143,4.28,4.25
Hoby Milner,Chicago Cubs,0,9.3,1.93,0.0286,0.0,4.92,4.35
Anthony Nunez,Baltimore Orioles,0,9.3,1.93,0.3429,0.0286,3.63,4.15
Cam Schlittler,New York Yankees,5,27.7,1.95,0.3429,0.0286,1.5,2.98
Clay Holmes,New York Mets,4,23.0,1.96,0.172,0.0968,4.14,4.21
Eduardo Rodriguez,Arizona Diamondbacks,4,23.0,1.96,0.1458,0.0938,4.19,4.23
Kai-Wei Teng,Houston Astros,0,13.7,1.98,0.2642,0.0943,4.05,4.2
Cooper Criswell,Seattle Mariners,0,9.0,2.0,0.2424,0.0909,5.21,4.39
Kody Funderburk,Minnesota Twins,0,9.0,2.0,0.1905,0.1667,5.76,4.48
Mitch Farris,Los Angeles Angels,0,4.3,2.08,0.1579,0.1053,6.1,4.38
Connor Phillips,Cincinnati Reds,0,13.0,2.08,0.2456,0.2105,4.94,4.4
Tarik Skubal,Detroit Tigers,5,30.3,2.08,0.2797,0.0508,2.04,3.13
Gabe Speier,Seattle Mariners,0,8.7,2.08,0.25,0.0833,2.41,3.98
Yoshinobu Yamamoto,Los Angeles Dodgers,4,25.7,2.1,0.2211,0.0316,3.45,3.91
Justin Wrobleski,Los Angeles Dodgers,2,17.0,2.12,0.0952,0.0794,3.27,3.97
Gavin Williams,Cleveland Guardians,5,29.7,2.12,0.3478,0.1478,3.87,4.06
Ryan Helsley,Baltimore Orioles,0,8.3,2.16,0.3243,0.1351,2.02,3.94
Davis Martin,Chicago White Sox,4,25.0,2.16,0.2021,0.0638,3.46,3.92
Paul Sewald,Arizona Diamondbacks,0,8.3,2.16,0.3793,0.0,3.58,4.16
Reynaldo López,Atlanta Braves,4,20.7,2.18,0.2262,0.0952,4.45,4.32
Cade Povich,Baltimore Orioles,1,12.3,2.19,0.1458,0.0625,3.75,4.15
Martín Pérez,Atlanta Braves,3,20.3,2.21,0.1266,0.0759,3.93,4.14
Didier Fuentes,Atlanta Braves,0,4.0,2.25,0.2667,0.0667,1.85,4.09
Brooks Raley,New York Mets,0,8.0,2.25,0.2812,0.0938,3.6,4.16
JoJo Romero,St. Louis Cardinals,0,12.0,2.25,0.125,0.0833,4.43,4.29
Brent Suter,Los Angeles Angels,1,16.0,2.25,0.2419,0.1129,4.16,4.23
Caleb Thielbar,Chicago Cubs,0,8.0,2.25,0.3235,0.1176,3.47,4.15
Blade Tidwell,San Francisco Giants,0,8.0,2.25,0.2143,0.0357,3.97,4.21
Garrett Whitlock,Boston Red Sox,0,8.0,2.25,0.3529,0.1471,3.6,4.16
Bryan Woo,Seattle Mariners,5,32.0,2.25,0.2114,0.0488,2.22,3.17
Michael King,San Diego Padres,5,27.7,2.28,0.2321,0.125,3.64,3.97
Emerson Hancock,Seattle Mariners,4,23.7,2.28,0.2941,0.0471,2.72,3.65
Nolan McLean,New York Mets,4,23.7,2.28,0.3146,0.0899,2.42,3.53
Connelly Early,Boston Red Sox,4,19.7,2.29,0.2381,0.119,3.56,4.02
Jacob deGrom,Texas Rangers,4,19.7,2.29,0.3205,0.0769,3.45,3.99
Kyle Freeland,Colorado Rockies,3,15.7,2.3,0.194,0.0597,3.8,4.13
Yohan Ramírez,Pittsburgh Pirates,0,15.7,2.3,0.2462,0.1385,3.8,4.13
Chase Silseth,Los Angeles Angels,0,7.7,2.35,0.2647,0.1765,4.79,4.32
Walbert Urena,Los Angeles Angels,1,7.7,2.35,0.2564,0.1282,2.45,4.02
Braxton Ashcraft,Pittsburgh Pirates,4,22.7,2.38,0.2967,0.0769,1.77,3.31
Lake Bachar,Miami Marlins,0,11.3,2.38,0.3333,0.1333,2.04,3.83
JT Brubaker,San Francisco Giants,0,11.3,2.38,0.1667,0.1667,4.95,4.38
Edward Cabrera,Chicago Cubs,4,22.7,2.38,0.1868,0.1209,3.05,3.8
Landen Roupp,San Francisco Giants,4,22.7,2.38,0.2667,0.0778,2.17,3.46
Chase Burns,Cincinnati Reds,4,22.3,2.42,0.25,0.1023,4.08,4.19
Jason Adam,San Diego Padres,0,3.7,2.45,0.0625,0.0625,4.19,4.25
Fernando Cruz,New York Yankees,0,7.3,2.45,0.303,0.2121,3.64,4.18
Zach Eflin,Baltimore Orioles,1,3.7,2.45,0.4118,0.1176,4.46,4.26
Cade Horton,Chicago Cubs,2,7.3,2.45,0.1538,0.0769,4.6,4.29
Shota Imanaga,Chicago Cubs,4,22.0,2.45,0.378,0.061,2.14,3.48
Nick Martinez,Tampa Bay Rays,4,22.0,2.45,0.1522,0.0761,4.55,4.36
Chase Shugart,Philadelphia Phillies,0,3.7,2.45,0.25,0.125,6.1,4.36
Will Warren,New York Yankees,5,25.3,2.49,0.2952,0.0571,3.02,3.73
Michael McGreevy,St. Louis Cardinals,4,21.7,2.49,0.1463,0.0366,4.21,4.23
Randy Vásquez,San Diego Padres,4,21.7,2.49,0.2778,0.0889,2.64,3.67
Casey Legumina,Seattle Mariners,0,10.7,2.53,0.1915,0.0426,2.82,4.0
Kevin Gausman,Toronto Blue Jays,5,28.3,2.54,0.3097,0.0531,2.18,3.27
Anthony Kay,Chicago White Sox,2,17.3,2.6,0.1538,0.1154,5.29,4.55
Jakob Junis,Texas Rangers,0,10.3,2.61,0.1463,0.0976,3.68,4.15
Juan Morillo,Arizona Diamondbacks,0,10.3,2.61,0.2439,0.0976,3.58,4.13
Ben Brown,Chicago Cubs,0,16.7,2.7,0.2239,0.0896,3.16,3.95
Drew Rasmussen,Tampa Bay Rays,4,19.7,2.75,0.2703,0.0405,4.17,4.22
Casey Mize,Detroit Tigers,4,22.7,2.78,0.266,0.0745,3.1,3.81
Michael Soroka,Arizona Diamondbacks,4,22.7,2.78,0.3011,0.0645,2.97,3.76
DL Hall,Milwaukee Brewers,0,9.7,2.79,0.2727,0.1818,4.75,4.33
Mitch Keller,Pittsburgh Pirates,5,29.0,2.79,0.1652,0.0783,3.27,3.78
Will Klein,Los Angeles Dodgers,0,9.7,2.79,0.25,0.075,1.96,3.88
Chris Sale,Atlanta Braves,5,29.0,2.79,0.2522,0.0609,4.37,4.31
Connor Seabold,Detroit Tigers,0,9.7,2.79,0.275,0.075,4.44,4.28
Cole Winn,Texas Rangers,0,9.7,2.79,0.2439,0.122,5.27,4.41
Hogan Harris,Athletics,0,12.7,2.84,0.1864,0.2034,5.47,4.51
Brant Hurter,Detroit Tigers,0,6.3,2.84,0.1538,0.1154,5.31,4.36
Robbie Ray,San Francisco Giants,5,28.3,2.86,0.2719,0.0965,4.37,4.31
Keaton Winn,San Francisco Giants,0,9.3,2.89,0.3529,0.0588,1.5,3.82
Sam Bachman,Los Angeles Angels,0,12.3,2.92,0.28,0.16,2.77,3.95
Max Fried,New York Yankees,5,33.3,2.97,0.1811,0.063,3.01,3.56
George Kirby,Seattle Mariners,5,33.3,2.97,0.2093,0.062,3.85,4.03
Jack Anderson,Boston Red Sox,0,6.0,3.0,0.1818,0.0909,4.93,4.32
Tim Mayza,Philadelphia Phillies,0,12.0,3.0,0.2553,0.0851,2.35,3.87
Luis Medina,Athletics,0,9.0,3.0,0.2632,0.1316,3.99,4.21
Tobias Myers,New York Mets,1,15.0,3.0,0.2,0.0364,3.76,4.13
Jacob Misiorowski,Milwaukee Brewers,5,26.7,3.04,0.3784,0.1081,3.59,3.95
Foster Griffin,Washington Nationals,4,20.7,3.05,0.2184,0.0805,4.31,4.27
Sandy Alcantara,Miami Marlins,5,35.3,3.06,0.1643,0.0857,4.37,4.32
Kyle Harrison,Milwaukee Brewers,3,14.7,3.07,0.25,0.0667,4.05,4.2
Grant Wolfram,Baltimore Orioles,0,8.7,3.12,0.3947,0.0263,1.5,3.85
Bubba Chandler,Pittsburgh Pirates,4,20.0,3.15,0.2,0.1529,4.65,4.38
Grant Anderson,Milwaukee Brewers,0,11.3,3.18,0.2045,0.1364,3.1,4.03
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,6.98,4.51
Jose Franco,Cincinnati Reds,0,5.7,3.18,0.1481,0.1852,4.33,4.26
Ryan Weathers,New York Yankees,5,28.3,3.18,0.3103,0.069,3.24,3.77
Joey Cantillo,Cleveland Guardians,5,25.3,3.2,0.2913,0.1165,3.81,4.06
Aaron Ashby,Milwaukee Brewers,1,14.0,3.21,0.3729,0.1017,2.17,3.76
Ranger Suarez,Boston Red Sox,4,22.3,3.22,0.1744,0.0698,3.72,4.05
Tyler Glasnow,Los Angeles Dodgers,4,25.0,3.24,0.3053,0.0632,2.54,3.54
Pierce Johnson,Cincinnati Reds,0,8.3,3.24,0.2778,0.0278,2.62,4.02
Paul Skenes,Pittsburgh Pirates,5,22.0,3.27,0.2614,0.0795,3.42,3.94
Joe Ryan,Minnesota Twins,5,27.3,3.29,0.2617,0.0561,2.4,3.41
Framber Valdez,Detroit Tigers,5,30.0,3.3,0.1575,0.0709,3.2,3.72
J.T. Ginn,Athletics,2,16.3,3.31,0.1746,0.1111,4.63,4.35
Keider Montero,Detroit Tigers,3,16.3,3.31,0.2381,0.0317,1.63,3.54
Chase Dollander,Colorado Rockies,0,19.0,3.32,0.2875,0.075,3.83,4.12
Jeffrey Springs,Athletics,5,29.7,3.34,0.2328,0.0776,3.94,4.1
Coleman Crow,Milwaukee Brewers,1,5.3,3.38,0.1905,0.0476,2.16,4.06
Jose A. Ferrer,Seattle Mariners,0,8.0,3.38,0.1842,0.0263,1.72,3.91
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,4.22,4.25
Merrill Kelly,Arizona Diamondbacks,1,5.3,3.38,0.125,0.1667,6.66,4.46
Taylor Rogers,Minnesota Twins,0,8.0,3.38,0.2,0.0857,2.47,4.01
Erik Sabrowski,Cleveland Guardians,0,10.7,3.38,0.4286,0.119,2.35,3.91
Lucas Sims,Chicago White Sox,0,8.0,3.38,0.1944,0.1389,3.6,4.16
Grant Holmes,Atlanta Braves,5,26.3,3.42,0.1963,0.1028,4.24,4.24
Brandon Woodruff,Milwaukee Brewers,4,23.7,3.42,0.2128,0.0426,3.69,4.03
Jack Kochanowicz,Los Angeles Angels,4,23.3,3.47,0.1818,0.1515,4.04,4.17
Taylor Clarke,Arizona Diamondbacks,0,10.3,3.48,0.1622,0.0,3.49,4.12
Richard Lovelady,Washington Nationals,0,10.3,3.48,0.1957,0.1522,4.65,4.32
Spencer Miles,Toronto Blue Jays,0,10.3,3.48,0.2045,0.0909,5.03,4.38
Steven Okert,Houston Astros,0,10.3,3.48,0.2308,0.1282,4.07,4.22
Zac Gallen,Arizona Diamondbacks,5,25.7,3.51,0.1273,0.0636,3.84,4.07
Rhett Lowder,Cincinnati Reds,4,23.0,3.52,0.1596,0.0745,3.27,3.88
Nick Mears,Kansas City Royals,0,7.7,3.52,0.1875,0.125,3.1,4.1
Gus Varland,Washington Nationals,0,7.7,3.52,0.2647,0.0882,3.62,4.17
Aaron Civale,Athletics,4,20.3,3.54,0.1798,0.0674,3.84,4.11
Reid Detmers,Los Angeles Angels,4,22.7,3.57,0.2766,0.0638,2.44,3.56
Victor Vodnik,Colorado Rockies,0,10.0,3.6,0.1277,0.1064,5.0,4.37
Colin Rea,Chicago Cubs,1,17.3,3.63,0.2174,0.0435,3.56,4.05
Ron Marinaccio,San Diego Padres,0,12.3,3.65,0.234,0.0851,4.4,4.28
PJ Poulin,Washington Nationals,3,12.3,3.65,0.1509,0.1321,6.67,4.75
Matthew Liberatore,St. Louis Cardinals,5,27.0,3.67,0.1368,0.0855,5.43,4.78
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,3.1,4.11
Peyton Pallette,Cleveland Guardians,0,9.7,3.72,0.275,0.075,3.72,4.16
Michael Petersen,Miami Marlins,0,9.7,3.72,0.2051,0.1026,4.03,4.21
Justin Sterner,Athletics,0,12.0,3.75,0.25,0.0893,3.1,4.02
Steven Matz,Tampa Bay Rays,4,21.3,3.8,0.2471,0.0706,3.33,3.92
Clayton Beeter,Washington Nationals,0,9.3,3.86,0.1667,0.1905,7.28,4.72
Jonathan Bowlan,Philadelphia Phillies,0,7.0,3.86,0.2759,0.0345,1.5,3.93
Germán Márquez,San Diego Padres,4,18.7,3.86,0.1899,0.0759,5.94,4.77
Noah Schultz,Chicago White Sox,2,9.3,3.86,0.2632,0.1316,3.96,4.2
Erick Fedde,Chicago White Sox,3,20.7,3.92,0.1786,0.0833,4.84,4.45
Tomoyuki Sugano,Colorado Rockies,4,20.7,3.92,0.1744,0.0581,5.52,4.69
Kris Bubic,Kansas City Royals,4,22.7,3.97,0.2921,0.1124,3.27,3.88
Jameson Taillon,Chicago Cubs,4,22.7,3.97,0.2211,0.0947,6.01,4.91
Grant Taylor,Chicago White Sox,4,11.3,3.97,0.3333,0.0833,1.5,3.73
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,2.75,3.74
Abner Uribe,Milwaukee Brewers,0,9.0,4.0,0.2432,0.0811,2.1,3.93
Ryan Walker,San Francisco Giants,0,9.0,4.0,0.25,0.125,3.99,4.21
Aaron Nola,Philadelphia Phillies,4,22.3,4.03,0.2581,0.0645,3.5,3.97
Logan Gilbert,Seattle Mariners,5,29.0,4.03,0.2783,0.0435,2.86,3.58
Jack Flaherty,Detroit Tigers,4,20.0,4.05,0.2386,0.1591,4.2,4.23
Andre Pallante,St. Louis Cardinals,4,20.0,4.05,0.1319,0.1209,5.15,4.55
Freddy Peralta,New York Mets,5,26.7,4.05,0.25,0.0893,4.3,4.27
Matt Strahm,Kansas City Royals,0,6.7,4.05,0.2069,0.1034,5.05,4.34
Blake Treinen,Los Angeles Dodgers,0,6.7,4.05,0.2,0.1,4.6,4.29
Trevor Rogers,Baltimore Orioles,5,28.7,4.08,0.2049,0.0656,3.66,3.97
Dean Kremer,Baltimore Orioles,2,11.0,4.09,0.3721,0.0465,5.46,4.47
Cade Smith,Cleveland Guardians,0,11.0,4.09,0.2917,0.0625,2.55,3.94
Cade Cavalli,Washington Nationals,5,19.7,4.12,0.1935,0.129,3.56,4.02
Max Meyer,Miami Marlins,4,19.7,4.12,0.2273,0.1023,3.76,4.09
Tanner Banks,Philadelphia Phillies,0,8.7,4.15,0.2564,0.1026,3.68,4.17
David Bednar,New York Yankees,0,8.7,4.15,0.2857,0.119,2.06,3.93
Dietrich Enns,Baltimore Orioles,0,4.3,4.15,0.35,0.25,3.33,4.18
MacKenzie Gore,Texas Rangers,5,26.0,4.15,0.3241,0.1111,4.41,4.32
Brad Keller,Philadelphia Phillies,0,8.7,4.15,0.25,0.0833,3.56,4.15
Bailey Ober,Minnesota Twins,5,26.0,4.15,0.2162,0.0811,3.41,3.88
Eric Orze,Minnesota Twins,0,8.7,4.15,0.1622,0.1081,3.1,4.08
Eury Pérez,Miami Marlins,5,26.0,4.15,0.2411,0.1071,4.64,4.42
Tyler Wells,Baltimore Orioles,0,13.0,4.15,0.2909,0.0727,3.79,4.15
Jake Woodford,Milwaukee Brewers,0,8.7,4.15,0.125,0.05,4.14,4.23
Orion Kerkering,Philadelphia Phillies,0,6.3,4.26,0.1481,0.0741,4.83,4.31
Cody Laweryson,Minnesota Twins,0,6.3,4.26,0.3077,0.0769,2.47,4.06
Kumar Rocker,Texas Rangers,3,14.7,4.3,0.209,0.1045,4.6,4.34
Bryan Baker,Tampa Bay Rays,0,8.3,4.32,0.2571,0.0857,3.58,4.16
Cole Sands,Minnesota Twins,0,8.3,4.32,0.1892,0.1081,4.42,4.27
Justin Topa,Minnesota Twins,0,10.3,4.35,0.1333,0.0889,4.36,4.27
Brandon Williamson,Cincinnati Reds,4,20.7,4.35,0.1333,0.1444,6.0,4.85
Cole Sulser,Tampa Bay Rays,1,12.3,4.38,0.1525,0.1186,4.4,4.28
Andrew Painter,Philadelphia Phillies,3,18.3,4.42,0.25,0.05,2.44,3.7
Sean Burke,Chicago White Sox,3,20.3,4.43,0.1954,0.069,3.74,4.08
Sonny Gray,Boston Red Sox,4,20.3,4.43,0.125,0.0455,4.67,4.39
Paul Blackburn,New York Yankees,0,8.0,4.5,0.1282,0.0769,2.97,4.08
Edgardo Henriquez,Los Angeles Dodgers,0,6.0,4.5,0.24,0.12,3.1,4.13
Janson Junk,Miami Marlins,4,22.0,4.5,0.1613,0.0645,3.87,4.11
Jonathan Loáisiga,Arizona Diamondbacks,0,10.0,4.5,0.1905,0.0238,3.4,4.11
Sean Manaea,New York Mets,0,16.0,4.5,0.1714,0.1,4.54,4.33
Nick Pivetta,San Diego Padres,4,16.0,4.5,0.3636,0.0909,1.5,3.52
Drew Pomeranz,Los Angeles Angels,0,8.0,4.5,0.1515,0.0909,4.97,4.35
Paxton Schultz,Washington Nationals,0,8.0,4.5,0.2,0.0286,5.35,4.4
Evan Sisk,Pittsburgh Pirates,0,4.0,4.5,0.3,0.05,1.6,4.07
Walker Buehler,San Diego Padres,4,17.7,4.58,0.2466,0.0822,2.98,3.88
Brad Lord,Washington Nationals,0,15.7,4.6,0.1791,0.0597,5.2,4.5
Sean Newcomb,Chicago White Sox,0,13.7,4.61,0.2131,0.082,2.29,3.8
Jordan Leasure,Chicago White Sox,1,11.7,4.63,0.1915,0.1064,6.18,4.63
Shawn Armstrong,Cleveland Guardians,0,9.7,4.66,0.2955,0.1591,5.58,4.46
Scott Barlow,Athletics,0,9.7,4.66,0.2143,0.1429,6.1,4.55
Patrick Corbin,Toronto Blue Jays,2,9.7,4.66,0.2195,0.0488,5.17,4.4
Brandon Pfaadt,Arizona Diamondbacks,3,23.0,4.7,0.1443,0.0825,4.75,4.44
Emilio Pagán,Cincinnati Reds,0,11.3,4.76,0.2083,0.125,5.48,4.48
Tanner Bibee,Cleveland Guardians,5,24.3,4.81,0.215,0.0841,4.45,4.33
Mason Montgomery,Pittsburgh Pirates,1,9.3,4.82,0.4318,0.1136,2.03,3.9
George Soriano,St. Louis Cardinals,0,9.3,4.82,0.1795,0.1538,5.24,4.4
Jack Leiter,Texas Rangers,4,20.3,4.87,0.2667,0.1,4.13,4.21
Shane Baz,Baltimore Orioles,4,22.0,4.91,0.1959,0.0825,3.92,4.13
Calvin Faucher,Miami Marlins,0,7.3,4.91,0.3056,0.2222,3.37,4.14
Jordan Hicks,Chicago White Sox,0,11.0,4.91,0.1176,0.1765,4.46,4.29
Zak Kent,Minnesota Twins,0,3.7,4.91,0.1,0.25,9.0,4.54
Jack Perkins,Athletics,0,7.3,4.91,0.2857,0.0857,2.42,4.03
Jared Shuster,St. Louis Cardinals,0,3.7,4.91,0.0667,0.1333,4.19,4.25
Shane McClanahan,Tampa Bay Rays,4,18.0,5.0,0.225,0.1375,3.65,4.07
Albert Suárez,Baltimore Orioles,0,9.0,5.0,0.1111,0.0556,7.21,4.69
Will Vest,Detroit Tigers,0,9.0,5.0,0.2821,0.1282,2.32,3.96
Jacob Webb,Chicago Cubs,0,9.0,5.0,0.2439,0.122,5.43,4.43
Slade Cecconi,Cleveland Guardians,4,19.7,5.03,0.2045,0.1136,5.23,4.57
Aaron Bummer,Atlanta Braves,0,5.3,5.06,0.1852,0.1111,5.91,4.4
Nathan Eovaldi,Texas Rangers,5,26.7,5.06,0.2377,0.0656,4.37,4.3
Kyle Nicolas,Cincinnati Reds,0,5.3,5.06,0.1923,0.1923,6.47,4.45
Kyle Hart,San Diego Padres,0,12.3,5.11,0.1373,0.098,3.67,4.13
Jeremiah Estrada,San Diego Padres,0,7.0,5.14,0.2667,0.1667,2.96,4.1
Erik Miller,San Francisco Giants,0,7.0,5.14,0.375,0.125,1.5,3.93
Joe Boyle,Tampa Bay Rays,3,15.7,5.17,0.2424,0.0909,3.03,3.93
Kevin Ginkel,Arizona Diamondbacks,0,8.7,5.19,0.3077,0.0769,1.5,3.85
Alex Lange,Kansas City Royals,0,8.7,5.19,0.35,0.125,3.44,4.13
Christian Roa,Houston Astros,0,8.7,5.19,0.1395,0.1628,6.68,4.6
Kyle Leahy,St. Louis Cardinals,4,19.0,5.21,0.1512,0.093,5.89,4.77
Brady Singer,Cincinnati Reds,5,23.7,5.32,0.1455,0.0636,4.53,4.36
Cody Bolton,Houston Astros,2,8.3,5.4,0.2821,0.1795,4.9,4.34
