Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Darren McCaughan,Minnesota Twins,0,5.3,1.69,0.2609,0.0435,1.5,4.01
Kade Strowd,Baltimore Orioles,0,26.3,1.71,0.2286,0.1238,3.39,3.87
Nathan Eovaldi,Texas Rangers,22,130.0,1.73,0.2601,0.0423,2.79,2.79
Andrés Muñoz,Seattle Mariners,0,62.3,1.73,0.3268,0.1102,2.42,2.42
Logan Henderson,Milwaukee Brewers,5,25.3,1.78,0.3333,0.0808,3.01,3.73
Randy Rodríguez,San Francisco Giants,0,50.7,1.78,0.3384,0.0556,2.4,2.69
Trevor McDonald,San Francisco Giants,2,15.0,1.8,0.2333,0.0333,2.53,3.82
Trevor Rogers,Baltimore Orioles,18,109.7,1.81,0.2435,0.0686,2.81,2.81
Erik Sabrowski,Cleveland Guardians,0,29.3,1.84,0.3471,0.1736,3.61,3.93
José Suarez,Atlanta Braves,1,19.3,1.86,0.1975,0.1235,3.7,4.07
Jason Adam,San Diego Padres,0,65.3,1.93,0.2593,0.0926,3.07,3.07
Matt Svanson,St. Louis Cardinals,0,60.3,1.94,0.2906,0.0855,2.71,2.71
Paul Skenes,Pittsburgh Pirates,32,187.7,1.97,0.2947,0.0573,2.36,2.36
Tyler Rogers,New York Mets,0,77.3,1.98,0.1605,0.0234,2.87,2.87
Cole Sulser,Tampa Bay Rays,0,22.7,1.99,0.2444,0.0778,2.69,3.66
Tommy Nance,Toronto Blue Jays,0,31.7,1.99,0.254,0.0556,1.86,2.99
Nic Enright,Cleveland Guardians,0,31.0,2.03,0.2362,0.0945,3.81,4.02
Josh Hader,Houston Astros,0,52.7,2.05,0.3689,0.0777,3.24,3.37
Jhoan Duran,Philadelphia Phillies,0,70.0,2.06,0.2787,0.0662,2.34,2.34
Nolan McLean,New York Mets,8,48.0,2.06,0.3032,0.0851,2.96,3.22
Riley O'Brien,St. Louis Cardinals,0,48.0,2.06,0.2261,0.1106,3.61,3.74
JoJo Romero,St. Louis Cardinals,0,61.0,2.07,0.2157,0.1137,3.28,3.28
Brad Keller,Chicago Cubs,1,69.7,2.07,0.2717,0.0797,2.93,2.93
Joey Gerber,Tampa Bay Rays,0,4.3,2.08,0.2667,0.0,4.28,4.25
Adrian Morejon,San Diego Padres,0,73.7,2.08,0.2448,0.0594,2.27,2.27
Manuel Rodríguez,Tampa Bay Rays,0,30.3,2.08,0.2066,0.0496,3.03,3.63
Aaron Ashby,Milwaukee Brewers,1,66.7,2.16,0.2815,0.0889,2.69,2.69
Anthony Bender,Miami Marlins,0,50.0,2.16,0.2059,0.1029,3.61,3.72
Chris Devenski,New York Mets,1,16.7,2.16,0.2154,0.0769,3.49,4.04
Drew Pomeranz,Chicago Cubs,4,49.7,2.17,0.2808,0.0739,3.35,3.5
Dennis Santana,Pittsburgh Pirates,0,70.3,2.18,0.2222,0.063,3.2,3.2
Tyler Mahle,Texas Rangers,16,86.7,2.18,0.1908,0.0838,3.36,3.36
Nick Sandlin,Toronto Blue Jays,0,16.3,2.2,0.2319,0.1159,4.6,4.34
Tarik Skubal,Detroit Tigers,31,195.3,2.21,0.3222,0.0441,2.44,2.44
Ronny Henriquez,Miami Marlins,0,73.0,2.22,0.3234,0.0891,3.14,3.14
Tom Cosgrove,Chicago Cubs,0,4.0,2.25,0.1875,0.0625,2.38,4.13
J.P. France,Houston Astros,0,4.0,2.25,0.3125,0.125,2.13,4.11
Craig Kimbrel,Houston Astros,0,12.0,2.25,0.3469,0.1429,4.21,4.24
Garrett Whitlock,Boston Red Sox,0,72.0,2.25,0.3106,0.0819,2.17,2.17
Bryan Abreu,Houston Astros,0,71.0,2.28,0.3547,0.1047,2.38,2.38
David Bednar,New York Yankees,0,62.7,2.3,0.3426,0.0757,2.17,2.17
Danny Coulombe,Texas Rangers,1,43.0,2.3,0.2443,0.1023,3.29,3.56
Shawn Armstrong,Texas Rangers,2,74.0,2.31,0.2606,0.0704,3.06,3.06
Andrew Alvarez,Washington Nationals,5,23.3,2.31,0.2041,0.102,3.39,3.91
Brady Basso,Athletics,1,11.7,2.31,0.1429,0.1607,4.07,4.22
Albert Suárez,Baltimore Orioles,1,11.7,2.31,0.2273,0.0455,2.19,3.85
Connelly Early,Boston Red Sox,4,19.3,2.33,0.3671,0.0506,1.5,3.36
Garrett Cleavinger,Tampa Bay Rays,0,61.3,2.35,0.3374,0.0741,3.58,3.58
Will Klein,Los Angeles Dodgers,0,15.3,2.35,0.3,0.1429,2.74,3.86
Joe Rock,Tampa Bay Rays,0,7.7,2.35,0.3143,0.0571,3.52,4.16
Blake Snell,Los Angeles Dodgers,11,61.3,2.35,0.2835,0.1024,2.69,2.69
Edgardo Henriquez,Los Angeles Dodgers,0,19.0,2.37,0.2308,0.0641,3.39,3.98
Hunter Bigge,Tampa Bay Rays,0,15.0,2.4,0.2,0.0833,6.19,4.74
Andrew Chafin,Los Angeles Angels,0,33.7,2.41,0.2517,0.1329,3.45,3.8
Joel Peguero,San Francisco Giants,0,22.3,2.42,0.1977,0.093,3.84,4.1
Hunter Brown,Houston Astros,31,185.3,2.43,0.2826,0.0782,3.13,3.13
Brant Hurter,Detroit Tigers,4,63.0,2.43,0.2455,0.0975,3.6,3.6
Tony Santillan,Cincinnati Reds,0,73.7,2.44,0.2492,0.0963,3.71,3.71
Carlos Estévez,Kansas City Royals,0,66.0,2.45,0.2007,0.0818,3.66,3.66
Michael Kopech,Los Angeles Dodgers,0,11.0,2.45,0.2264,0.2453,4.49,4.29
Isaac Mattson,Pittsburgh Pirates,0,47.7,2.45,0.2273,0.096,3.65,3.78
Brooks Raley,New York Mets,0,25.7,2.45,0.2525,0.0606,2.12,3.34
Erasmo Ramírez,Minnesota Twins,0,11.0,2.45,0.119,0.0476,5.13,4.41
Alan Rangel,Philadelphia Phillies,0,11.0,2.45,0.1739,0.1304,4.49,4.29
Jake Rogers,Detroit Tigers,0,3.7,2.45,0.0,0.0,3.95,4.23
Freddy Tarnok,Miami Marlins,0,7.3,2.45,0.3571,0.1429,4.22,4.25
Rob Zastryzny,Milwaukee Brewers,1,22.0,2.45,0.2151,0.1075,4.58,4.37
Matt Brash,Seattle Mariners,0,47.3,2.47,0.2915,0.0905,3.04,3.3
Dan Altavilla,Chicago White Sox,0,29.0,2.48,0.175,0.125,5.44,4.82
Jimmy Herget,Colorado Rockies,0,83.3,2.48,0.2334,0.0749,3.31,3.31
Yoshinobu Yamamoto,Los Angeles Dodgers,30,173.7,2.49,0.2939,0.0863,2.93,2.93
Trevor Megill,Milwaukee Brewers,0,47.0,2.49,0.3125,0.0885,2.49,2.87
Cristopher Sánchez,Philadelphia Phillies,32,202.0,2.5,0.2627,0.0545,2.54,2.54
Mike Vasil,Chicago White Sox,3,101.0,2.5,0.1939,0.1229,4.32,4.32
Eduard Bazardo,Seattle Mariners,0,78.7,2.52,0.262,0.0863,3.64,3.64
Kyle Bradish,Baltimore Orioles,6,32.0,2.53,0.373,0.0794,2.44,3.28
Kris Bubic,Kansas City Royals,20,116.3,2.55,0.2437,0.0819,2.89,2.89
Logan Gillaspie,San Diego Padres,0,7.0,2.57,0.129,0.129,5.99,4.45
Chris Sale,Atlanta Braves,20,125.7,2.58,0.3235,0.0627,2.67,2.67
Garrett Crochet,Boston Red Sox,32,205.3,2.59,0.3133,0.0565,2.88,2.88
Kenley Jansen,Los Angeles Angels,0,59.0,2.59,0.2436,0.0812,3.98,3.98
Félix Bautista,Baltimore Orioles,0,34.7,2.6,0.3521,0.162,3.36,3.74
Gabe Speier,Seattle Mariners,0,62.0,2.61,0.3374,0.0453,2.31,2.31
Mason Miller,San Diego Padres,0,61.7,2.63,0.4444,0.1197,2.22,2.22
Brock Stewart,Los Angeles Dodgers,0,37.7,2.63,0.2767,0.0818,3.18,3.58
Kolby Allard,Cleveland Guardians,2,65.0,2.63,0.1579,0.0526,3.53,3.53
Cade Gibson,Miami Marlins,1,54.7,2.63,0.187,0.0913,3.75,3.79
Caleb Thielbar,Chicago Cubs,0,58.0,2.64,0.2545,0.0591,2.99,3.03
Lucas Erceg,Kansas City Royals,0,61.3,2.64,0.1928,0.0723,3.49,3.49
Wikelman González,Chicago White Sox,0,20.3,2.66,0.2874,0.1379,3.08,3.85
Corbin Burnes,Arizona Diamondbacks,11,64.3,2.66,0.2377,0.0981,3.94,3.94
David Morgan,San Diego Padres,2,47.3,2.66,0.2591,0.1192,3.7,3.81
Cade Horton,Chicago Cubs,22,118.0,2.67,0.2038,0.0693,3.58,3.58
Braydon Fisher,Toronto Blue Jays,1,50.0,2.7,0.3069,0.0941,3.01,3.22
Freddy Peralta,Milwaukee Brewers,33,176.7,2.7,0.2822,0.0913,3.64,3.64
Robert Stephenson,Los Angeles Angels,0,10.0,2.7,0.2381,0.0714,3.63,4.15
Zack Wheeler,Philadelphia Phillies,24,149.7,2.71,0.3333,0.0564,2.99,2.99
Braxton Ashcraft,Pittsburgh Pirates,8,69.7,2.71,0.2432,0.0822,2.77,2.77
Parker Messick,Cleveland Guardians,7,39.7,2.72,0.2303,0.0364,2.98,3.41
Sean Newcomb,Athletics,5,92.3,2.73,0.2327,0.0793,3.03,3.03
Pablo López,Minnesota Twins,14,75.7,2.74,0.234,0.0641,3.18,3.18
Shelby Miller,Milwaukee Brewers,0,46.0,2.74,0.2903,0.0806,3.43,3.62
Matt Strahm,Philadelphia Phillies,0,62.3,2.74,0.2734,0.0781,2.98,2.98
Hunter Greene,Cincinnati Reds,19,107.7,2.76,0.3143,0.0619,3.27,3.27
Troy Melton,Detroit Tigers,4,45.7,2.76,0.2,0.0833,4.6,4.51
Drew Rasmussen,Tampa Bay Rays,31,150.0,2.76,0.2171,0.0632,3.83,3.83
Kevin Herget,New York Mets,0,13.0,2.77,0.1071,0.0893,3.36,4.06
Bryan King,Houston Astros,0,68.0,2.78,0.2509,0.04,3.67,3.67
Tyler Phillips,Miami Marlins,1,77.7,2.78,0.1661,0.0767,4.13,4.13
Phil Maton,Texas Rangers,0,61.3,2.79,0.3266,0.0927,2.59,2.59
Greg Weissert,Boston Red Sox,0,67.0,2.82,0.205,0.0755,3.67,3.67
Emmet Sheehan,Los Angeles Dodgers,12,73.3,2.82,0.3058,0.0756,2.92,2.92
Pete Fairbanks,Tampa Bay Rays,0,60.3,2.83,0.2418,0.0738,3.63,3.63
Jacob Latz,Texas Rangers,8,85.7,2.84,0.2184,0.1063,3.71,3.71
Bennett Sousa,Houston Astros,0,50.7,2.84,0.2965,0.0754,2.71,2.95
Max Fried,New York Yankees,32,195.3,2.86,0.236,0.0637,3.06,3.06
Jared Koenig,Milwaukee Brewers,0,66.0,2.86,0.2537,0.0746,3.34,3.34
Andrew Abbott,Cincinnati Reds,29,166.3,2.87,0.2178,0.0629,3.65,3.65
Shohei Ohtani,Los Angeles Dodgers,14,47.0,2.87,0.3298,0.0479,1.89,2.4
Nick Pivetta,San Diego Padres,31,181.7,2.87,0.2635,0.0693,3.49,3.49
Hurston Waldrep,Atlanta Braves,9,56.3,2.88,0.2402,0.0961,3.2,3.26
Connor Phillips,Cincinnati Reds,0,25.0,2.88,0.3265,0.1224,3.81,4.07
Emilio Pagán,Cincinnati Reds,0,68.7,2.88,0.3,0.0815,3.71,3.71
Daniel Palencia,Chicago Cubs,0,52.7,2.91,0.2837,0.0744,3.07,3.22
Tyler Wells,Baltimore Orioles,4,21.7,2.91,0.2195,0.0244,4.14,4.21
Cade Smith,Cleveland Guardians,0,73.7,2.93,0.3467,0.0633,1.95,1.95
Bryan Woo,Seattle Mariners,30,186.7,2.94,0.2709,0.0492,3.46,3.46
Jack Dreyer,Los Angeles Dodgers,5,76.3,2.95,0.241,0.0782,2.81,2.81
Robert Garcia,Texas Rangers,0,64.0,2.95,0.2528,0.0818,3.71,3.71
Cam Schlittler,New York Yankees,14,73.0,2.96,0.2763,0.102,3.73,3.73
Jakob Junis,Cleveland Guardians,0,66.7,2.97,0.2007,0.0657,3.44,3.44
Jacob deGrom,Texas Rangers,30,172.7,2.97,0.2765,0.0553,3.64,3.64
Robert Suarez,San Diego Padres,0,69.7,2.97,0.2788,0.0595,2.87,2.87
Louis Varland,Toronto Blue Jays,1,72.7,2.97,0.2534,0.0743,3.13,3.13
Chris Martin,Texas Rangers,0,42.3,2.98,0.2471,0.046,3.58,3.78
Noah Cameron,Kansas City Royals,24,138.3,2.99,0.205,0.0773,4.17,4.17
Ty Adcock,New York Mets,0,3.0,3.0,0.3571,0.1429,6.13,4.34
Brenan Hanifee,Detroit Tigers,0,60.0,3.0,0.1538,0.0538,3.24,3.24
Drey Jameson,Arizona Diamondbacks,0,3.0,3.0,0.0,0.2308,6.13,4.34
Korey Lee,Chicago White Sox,0,3.0,3.0,0.0,0.1429,5.13,4.29
Tyler Owens,Detroit Tigers,0,3.0,3.0,0.0667,0.2,5.46,4.31
Jacob Webb,Texas Rangers,0,66.0,3.0,0.2172,0.0712,4.29,4.29
Luke Williams,Atlanta Braves,0,6.0,3.0,0.16,0.04,4.46,4.27
Randy Wynne,Cincinnati Reds,0,3.0,3.0,0.2308,0.0769,6.46,4.36
Steven Okert,Houston Astros,1,71.7,3.01,0.3043,0.0688,2.75,2.75
Will Vest,Detroit Tigers,0,68.7,3.01,0.2641,0.0775,2.71,2.71
Alex Vesia,Los Angeles Dodgers,0,59.7,3.02,0.3376,0.0928,3.76,3.77
Kodai Senga,New York Mets,22,113.3,3.02,0.2261,0.1141,4.12,4.12
Victor Vodnik,Colorado Rockies,0,50.7,3.02,0.2279,0.1209,3.76,3.84
Eric Orze,Tampa Bay Rays,0,41.7,3.02,0.2247,0.1067,4.04,4.1
Brendon Little,Toronto Blue Jays,0,68.3,3.03,0.3085,0.1525,2.91,2.91
Pierce Johnson,Atlanta Braves,0,59.0,3.05,0.2479,0.0798,3.91,3.91
Steven Matz,Boston Red Sox,2,76.7,3.05,0.1909,0.0356,3.45,3.45
Daniel Lynch IV,Kansas City Royals,2,67.7,3.06,0.1557,0.09,4.75,4.75
Gavin Williams,Cleveland Guardians,31,167.7,3.06,0.2457,0.1179,4.39,4.39
Kyle Leahy,St. Louis Cardinals,1,88.0,3.07,0.2204,0.0771,3.04,3.04
Tanner Banks,Philadelphia Phillies,1,67.3,3.07,0.2285,0.0449,3.63,3.63
Yariel Rodríguez,Toronto Blue Jays,1,73.0,3.08,0.2215,0.1141,4.39,4.39
Carlos Rodón,New York Yankees,33,195.3,3.09,0.2573,0.0925,3.77,3.77
Tim Hill,New York Yankees,0,67.0,3.09,0.1375,0.0595,4.29,4.29
Spencer Schwellenbach,Atlanta Braves,17,110.7,3.09,0.2488,0.0415,3.25,3.25
Chris Flexen,Chicago Cubs,1,43.7,3.09,0.1236,0.0674,5.03,4.82
Hunter Gaddis,Cleveland Guardians,0,66.7,3.11,0.2664,0.0766,3.49,3.49
Chris Murphy,Boston Red Sox,0,34.7,3.12,0.2027,0.1351,5.06,4.72
Brent Headrick,New York Yankees,0,23.0,3.13,0.3261,0.0761,3.82,4.09
Brennan Bernardino,Boston Red Sox,3,51.7,3.14,0.192,0.1161,3.4,3.52
Wandy Peralta,San Diego Padres,1,71.7,3.14,0.2013,0.0958,3.62,3.62
Luis Morales,Athletics,9,48.7,3.14,0.2161,0.0905,4.67,4.59
Rico Garcia,Baltimore Orioles,1,34.3,3.15,0.2676,0.0704,3.68,3.92
Reese Olson,Detroit Tigers,13,68.7,3.15,0.2281,0.0877,3.49,3.49
Seranthony Domínguez,Toronto Blue Jays,0,62.7,3.16,0.3027,0.1379,3.46,3.46
Robert Gasser,Milwaukee Brewers,2,5.7,3.18,0.1724,0.1379,6.83,4.49
Michael Kelly,Athletics,0,39.7,3.18,0.1747,0.1145,4.82,4.62
Eric Lauer,Toronto Blue Jays,15,104.7,3.18,0.2394,0.061,3.84,3.84
Anthony Banda,Los Angeles Dodgers,1,65.0,3.18,0.2276,0.1269,4.51,4.51
Justin Sterner,Athletics,1,65.0,3.18,0.2632,0.0789,4.27,4.27
Tyler Glasnow,Los Angeles Dodgers,18,90.3,3.19,0.2896,0.1175,3.75,3.75
Elvis Alvarado,Athletics,0,42.3,3.19,0.2732,0.1202,4.31,4.29
Matt Gage,San Francisco Giants,2,31.0,3.19,0.1971,0.0876,2.74,3.47
Hogan Harris,Athletics,0,64.7,3.2,0.2347,0.1191,3.7,3.7
Brandon Woodruff,Milwaukee Brewers,12,64.7,3.2,0.323,0.0545,3.16,3.16
Ranger Suarez,Philadelphia Phillies,26,157.3,3.2,0.232,0.0584,3.2,3.2
Matthew Boyd,Chicago Cubs,31,179.7,3.21,0.2145,0.0585,3.64,3.64
Raisel Iglesias,Atlanta Braves,0,67.3,3.21,0.2744,0.0602,3.31,3.31
Joey Cantillo,Cleveland Guardians,13,95.3,3.21,0.2693,0.1047,3.55,3.55
Colin Selby,Baltimore Orioles,0,14.0,3.21,0.2333,0.0333,3.41,4.05
Trey Yesavage,Toronto Blue Jays,3,14.0,3.21,0.2581,0.1129,2.34,3.8
Logan Webb,San Francisco Giants,34,207.0,3.22,0.2617,0.0537,2.6,2.6
Ben Lively,Cleveland Guardians,9,44.7,3.22,0.1629,0.0843,4.58,4.5
Grant Anderson,Milwaukee Brewers,0,69.7,3.23,0.2475,0.097,3.83,3.83
Emmanuel Clase,Cleveland Guardians,0,47.3,3.23,0.2338,0.0597,2.71,3.03
Dauri Moreta,Pittsburgh Pirates,0,16.7,3.24,0.2794,0.1029,3.67,4.09
Taylor Clarke,Kansas City Royals,0,55.3,3.25,0.2136,0.0437,3.96,3.98
Hunter Strickland,Los Angeles Angels,0,22.0,3.27,0.1538,0.1099,4.4,4.31
Yerry De los Santos,New York Yankees,0,35.7,3.28,0.175,0.1062,3.44,3.77
Calvin Faucher,Miami Marlins,0,60.3,3.28,0.2314,0.0941,4.24,4.24
Dylan Lee,Atlanta Braves,0,68.3,3.29,0.2857,0.0526,3.99,3.99
Orion Kerkering,Philadelphia Phillies,0,60.0,3.3,0.2444,0.1015,3.81,3.81
Adrian Houser,Tampa Bay Rays,21,125.0,3.31,0.1776,0.0734,3.8,3.8
Luis Gil,New York Yankees,11,57.0,3.32,0.168,0.1352,4.62,4.6
Quinn Priester,Milwaukee Brewers,24,157.3,3.32,0.2021,0.0766,4.01,4.01
Clarke Schmidt,New York Yankees,14,78.7,3.32,0.231,0.0949,3.94,3.94
Nick Lodolo,Cincinnati Reds,28,156.7,3.33,0.243,0.0483,3.8,3.8
Brayan Bello,Boston Red Sox,28,166.7,3.35,0.1771,0.0843,4.18,4.18
Justin Wilson,Boston Red Sox,0,48.3,3.35,0.2754,0.0966,2.94,3.2
Brandon Walter,Houston Astros,9,53.7,3.35,0.2453,0.0189,4.0,4.03
Clayton Kershaw,Los Angeles Dodgers,22,112.7,3.36,0.1814,0.0756,3.55,3.55
Brock Burke,Los Angeles Angels,1,61.7,3.36,0.2023,0.07,4.15,4.15
Jaden Hill,Colorado Rockies,0,29.3,3.38,0.2403,0.093,3.43,3.85
Bryan Hoeing,San Diego Padres,0,8.0,3.38,0.1389,0.0833,3.0,4.08
A.J. Puk,Arizona Diamondbacks,0,8.0,3.38,0.3429,0.0571,4.5,4.28
Taylor Rogers,Chicago Cubs,0,50.7,3.38,0.2398,0.1041,4.37,4.35
Ryne Nelson,Arizona Diamondbacks,23,154.0,3.39,0.2132,0.0662,3.73,3.73
Andrew Kittredge,Chicago Cubs,0,53.0,3.4,0.3077,0.0529,3.05,3.19
Chase Shugart,Pittsburgh Pirates,0,45.0,3.4,0.1713,0.0939,4.68,4.58
Daysbel Hernández,Atlanta Braves,0,37.0,3.41,0.2012,0.1829,4.99,4.71
Keegan Akin,Baltimore Orioles,3,63.3,3.41,0.2201,0.1231,4.93,4.93
Lucas Giolito,Boston Red Sox,26,145.0,3.41,0.1974,0.0914,4.16,4.16
Luis García,Los Angeles Angels,0,55.3,3.42,0.206,0.1116,3.27,3.35
Steven Wilson,Chicago White Sox,0,55.3,3.42,0.2116,0.0913,4.28,4.28
Joe Ryan,Minnesota Twins,30,171.0,3.42,0.2816,0.0566,3.73,3.73
Luis Mey,Cincinnati Reds,0,21.0,3.43,0.2188,0.1771,5.56,4.71
Logan Gilbert,Seattle Mariners,25,131.0,3.44,0.3234,0.0579,3.34,3.34
Michael King,San Diego Padres,15,73.3,3.44,0.2468,0.0844,4.41,4.41
Brandon Waddell,New York Mets,1,31.3,3.45,0.1642,0.0821,4.53,4.4
Jeremiah Estrada,San Diego Padres,0,73.0,3.45,0.3553,0.0888,3.54,3.54
Kyle Finnegan,Detroit Tigers,0,57.0,3.47,0.2402,0.0786,3.11,3.17
DL Hall,Milwaukee Brewers,3,38.7,3.49,0.1742,0.1097,3.72,3.91
Nick Mears,Milwaukee Brewers,0,56.7,3.49,0.2081,0.0588,3.85,3.87
Kody Funderburk,Minnesota Twins,0,41.0,3.51,0.2186,0.0984,3.35,3.63
Stephen Kolek,Kansas City Royals,19,112.7,3.51,0.167,0.0672,3.81,3.81
Luis Garcia,Houston Astros,2,7.7,3.52,0.25,0.0357,5.48,4.41
Merrill Kelly,Texas Rangers,32,184.0,3.52,0.2233,0.0642,3.75,3.75
Edward Cabrera,Miami Marlins,26,137.7,3.53,0.2582,0.0826,3.82,3.82
Clay Holmes,New York Mets,31,165.7,3.53,0.1822,0.0932,4.1,4.1
Chad Patrick,Milwaukee Brewers,23,119.7,3.53,0.2525,0.0795,3.52,3.52
Martín Pérez,Chicago White Sox,10,56.0,3.54,0.193,0.0965,4.24,4.24
Luis Castillo,Seattle Mariners,32,180.7,3.54,0.2174,0.0617,3.87,3.87
Carmen Mlodzinski,Pittsburgh Pirates,12,99.0,3.55,0.2124,0.0644,3.32,3.32
Tobias Myers,Milwaukee Brewers,6,50.7,3.55,0.1727,0.0682,3.92,3.97
Fernando Cruz,New York Yankees,0,48.0,3.56,0.36,0.12,3.17,3.39
Cooper Criswell,Boston Red Sox,1,17.7,3.57,0.1125,0.0625,5.17,4.52
Evan Sisk,Pittsburgh Pirates,0,17.7,3.57,0.3125,0.125,3.07,3.9
Shane Bieber,Toronto Blue Jays,7,40.3,3.57,0.2327,0.044,4.47,4.4
Johan Oviedo,Pittsburgh Pirates,9,40.3,3.57,0.2471,0.1353,4.91,4.7
Huascar Brazobán,New York Mets,3,63.0,3.57,0.2176,0.1031,4.03,4.03
Camilo Doval,New York Yankees,0,65.3,3.58,0.259,0.1259,3.46,3.46
Caleb Ferguson,Seattle Mariners,0,65.3,3.58,0.1889,0.0815,3.25,3.25
Kevin Gausman,Toronto Blue Jays,32,193.0,3.59,0.2439,0.0645,3.41,3.41
Jake Bauers,Milwaukee Brewers,0,5.0,3.6,0.0345,0.1034,5.73,4.37
Dylan Dodd,Atlanta Braves,0,35.0,3.6,0.2206,0.0368,3.79,3.98
Luke Weaver,New York Yankees,0,64.7,3.62,0.2748,0.0763,3.89,3.89
Ian Seymour,Tampa Bay Rays,5,57.0,3.63,0.2645,0.0785,3.18,3.23
Javier Assad,Chicago Cubs,7,37.0,3.65,0.1503,0.0784,4.24,4.24
Max Kranick,New York Mets,0,37.0,3.65,0.1689,0.0338,3.94,4.06
PJ Poulin,Washington Nationals,0,24.7,3.65,0.2455,0.1182,3.82,4.07
Robbie Ray,San Francisco Giants,32,182.3,3.65,0.2464,0.0967,3.92,3.92
Ryan Bergert,Kansas City Royals,15,76.3,3.66,0.226,0.1084,3.99,3.99
Framber Valdez,Houston Astros,31,192.0,3.66,0.2332,0.0848,3.37,3.37
Tyler Holton,Detroit Tigers,6,78.7,3.66,0.2051,0.0545,4.63,4.63
Jameson Taillon,Chicago Cubs,23,129.7,3.68,0.1888,0.052,4.65,4.65
Nabil Crismatt,Arizona Diamondbacks,5,34.0,3.71,0.1634,0.0588,4.83,4.58
Shota Imanaga,Chicago Cubs,25,144.7,3.73,0.2063,0.0459,4.86,4.86
Steven Cruz,Kansas City Royals,0,45.7,3.74,0.2011,0.0952,4.14,4.16
Joey Lucchesi,San Francisco Giants,0,38.3,3.76,0.1879,0.0727,3.96,4.07
Jalen Beeks,Arizona Diamondbacks,2,57.3,3.77,0.2035,0.0866,4.0,4.01
JT Brubaker,San Francisco Giants,1,28.7,3.77,0.188,0.1026,2.95,3.63
Griffin Canning,New York Mets,16,76.3,3.77,0.2134,0.1067,4.03,4.03
Tim Mayza,Philadelphia Phillies,0,16.7,3.78,0.2027,0.0676,4.15,4.22
Edwin Uceta,Tampa Bay Rays,0,76.0,3.79,0.3209,0.0841,3.68,3.68
Landen Roupp,San Francisco Giants,22,106.7,3.8,0.2143,0.0945,3.91,3.91
John Schreiber,Kansas City Royals,0,64.0,3.8,0.234,0.0717,4.16,4.16
José Alvarado,Philadelphia Phillies,0,26.0,3.81,0.2807,0.0614,3.59,3.96
Zack Littell,Cincinnati Reds,32,186.7,3.81,0.1713,0.0422,4.87,4.87
Aaron Bummer,Atlanta Braves,2,54.3,3.81,0.217,0.0723,3.51,3.58
